,Beam length (um),Beam width (nm),Thickness_1 (nm),Thickness_2 (nm),Temperature (K),Distance (nm),Gate voltage (V),Pretension (Pa),M1 Eigenfrequency (Hz),M1 Quality factor,M1 Effective mass (kg),M1 Noise (kg^2/s^3),M1 TED (W),M2 Eigenfrequency (Hz),M2 Quality factor,M2 Effective mass (kg),M2 Noise (kg^2/s^3),M2 TED (W),M3 Eigenfrequency (Hz),M3 Quality factor,M3 Effective mass (kg),M3 Noise (kg^2/s^3),M3 TED (W),M4 Eigenfrequency (Hz),M4 Quality factor,M4 Effective mass (kg),M4 Noise (kg^2/s^3),M4 TED (W)
4885,49.00899940961537,757.4937484356878,139.02191609844567,28.177814828006888,2.8211847384075184,235.066792853986,21.613106881959386,537677233.8038496,6194172.530009202,13226244.579325411,8.187984724994344e-15,2.4874072760094918e-28,6.384597233996171e-12,13276966.999892494,10851558.487167494,8.487323175493059e-15,6.735977498692706e-28,8.230439963445485e-12,21875237.903694145,8820748.453293841,8.580719258512814e-15,1.3803657307528639e-27,9.529964837996526e-12,32332631.76080791,7350938.848993433,8.563510072242556e-15,2.4432797024535967e-27,1.042644744341285e-11
4886,83.26870128819367,447.6514725489633,130.64798121990705,45.25209461025222,36.494488511163816,212.6306767983957,15.53672697883272,544569560.2379403,3217919.7351404564,198025.9150364886,9.292618012141213e-15,4.389330031716208e-26,3.145303109868326e-12,6495526.269960905,190670.2908486408,9.316461563669362e-15,9.225486631943458e-26,7.213831358176721e-12,9890208.36738216,180057.8879984451,9.350237450214711e-15,1.4928731339914371e-25,9.258902170054336e-12,13455137.736875853,168000.66573954278,9.379027315815115e-15,2.1834433006755446e-25,1.1145108783818178e-11
4887,89.8348526472765,927.6929897470044,89.40483049773333,40.86262968494104,0.1664300328307472,559.8414607237878,33.518176465867626,371896186.868413,2946350.1549175745,61653261.41249228,1.4527076369528122e-14,7.90663655917109e-31,1.1332917406157806e-11,6107147.123675929,57375295.41466439,1.4779964703146322e-14,1.7917280716442146e-30,2.6571346960780705e-11,9663148.82013462,52480858.28710067,1.4941972624229997e-14,3.1333645724453383e-30,3.227599250906508e-11,13747174.157660665,48102631.73790962,1.4965542593508984e-14,4.8710469723073886e-30,3.668178170781485e-11
4888,20.42146018473981,343.51953825546053,141.789806157347,31.35725871582988,0.0785646547247417,573.7093472871976,33.70899996916973,576882245.584677,15482096.026892724,19686733.05704901,1.591038653145486e-15,1.301768418677584e-29,2.2423810488173706e-12,33375227.640611626,16585938.787032736,1.6535269844149857e-15,3.4617233801895677e-29,2.865916582160157e-12,55325440.04063118,14154165.953088248,1.6702751144166438e-15,6.792435144787285e-29,3.3022063596723677e-12,82185554.14859168,12556720.195033709,1.6652209527245965e-15,1.1339346698367063e-28,3.6082757699209576e-12
4889,17.755554478995883,516.5267085359357,88.85425036812062,30.04431133723927,58.47093295516094,279.7341812363526,39.97579330228719,852553580.2436432,22927792.870366916,877885.2804290093,1.3697627050016859e-15,3.664246138125402e-25,3.924911327003861e-12,51951106.05874348,625113.5063189063,1.4555303723456646e-15,1.2390019991029748e-24,4.695242389280189e-12,90088813.63236776,465026.2723144603,1.4637944302620664e-15,2.90461307173204e-24,5.163369219858147e-12,138089782.30860707,366336.9510735335,1.456324668433647e-15,5.622815630724539e-24,5.4771537502319136e-12
4890,135.6247488912095,989.2346248555842,170.04840874818464,32.28833237028316,8.686712663050029,563.1870296863217,12.301475195266605,275705670.20371175,1653094.5576474373,1410350.8120999178,3.760644388548965e-14,1.1496182436413347e-27,1.2261228611911903e-11,3398808.9635550817,1331708.1400073534,3.807017341226377e-14,2.5340979157683818e-27,1.6908159336684656e-11,5318738.470733969,1232999.07668669,3.843805512355333e-14,4.3244225762283394e-27,2.0866348042623308e-11,7477571.833114466,1136022.523902218,3.8556828320294035e-14,6.619051944386412e-27,2.4070881828577597e-11
4891,142.12526144165432,331.4884069047107,100.6804773388489,44.56342708104956,0.0265745552345317,412.9224056354744,15.269874168042008,468338617.4738726,1798557.5725371006,42687265.17715608,9.895703521810462e-15,3.029279968774025e-32,1.0162610561641874e-13,3603414.8875247706,42440000.11572341,9.897517677208563e-15,6.105649978709494e-32,5.939220295922429e-13,5420837.399213714,42055503.72985679,9.901144093461078e-15,9.27247450362981e-32,1.7602754052172277e-12,7257019.955975012,32606757.651254997,9.90639133668751e-15,1.6018908008134175e-31,3.898080533779221e-12
4892,78.44998272292146,594.5168553513184,207.2293836871355,49.97869601298691,0.0165244102635133,160.0190463216138,17.976564036144765,271259972.4437681,2905396.907564428,488738623.1604111,1.651569507331212e-14,1.455825101655297e-32,8.762635586989517e-13,5976895.87234325,462802270.4880932,1.6723959030771868e-14,3.202601054020075e-32,5.237627683360927e-12,9360387.424954815,429561430.5252695,1.6886492870166522e-14,5.45621586334153e-32,9.853013344962672e-12,13170928.719802257,397666831.6120055,1.693453617357877e-14,8.316754365271926e-32,1.1351267571473563e-11
4894,155.13326907469855,424.0986100744069,187.52235752280015,12.241087332601229,1.221436419248242,241.02558903413905,23.394955291017645,814756044.0633732,1889632.8902480374,6722507.556241921,1.966274975438352e-14,1.549154179003603e-29,2.912203403319008e-12,3787488.9916537404,6610364.156777509,1.966868144421595e-14,3.158678986962896e-29,4.246823861099859e-12,5701728.948286887,6433194.027653452,1.967597729381945e-14,4.8878793875722116e-29,5.562068135045315e-12,7640391.42911692,6161538.677746786,1.9689429220424557e-14,6.843272068703694e-29,6.8456903635144505e-12
4895,433.7106246577021,699.5965898026869,99.25080992823912,18.96497711487083,0.1825479211558688,232.81222445637303,3.7105297630756913,431702561.2881765,547347.5007347527,10806582.442342114,5.3259518708978045e-14,1.445746165194092e-31,2.1317134701467231e-13,1095873.29164598,10764010.224653147,5.326385582198603e-14,2.9062895897755833e-31,1.2493273143172798e-12,1646753.0644151187,10694498.752226638,5.3276731901639865e-14,4.396688179107339e-31,3.704246063154317e-12,2201156.3288814635,10872330.32472722,5.3282873080712576e-14,5.781438719584284e-31,8.19971270508376e-12
4896,69.65798990007657,350.11251603110003,93.40923239323864,11.351122008665628,16.557659312588505,376.7907857823593,10.235312388601342,0.0,2053420.184009663,125344.04126451263,3.533096215468504e-15,1.0907618471713552e-26,4.158196620922457e-12,4248733.344490845,125322.73846506148,3.589794812610366e-15,2.293504332970633e-26,6.703410127784135e-12,6707532.619885685,125275.14837596158,3.6290747571869776e-15,3.6617958028724007e-26,8.179737661012877e-12,9522034.261990022,125196.98876682566,3.6359491086007615e-15,5.21139500934066e-26,9.33464067277578e-12
4897,49.01608539239747,849.1090417593172,201.1736767489424,41.69903207285766,5.924516961736805,299.7536417566756,20.82828529399131,328226618.9492757,5678516.044852946,7030055.002388005,1.2989169329987835e-14,1.4288165963068031e-27,6.975790909397006e-12,12605319.863592338,5485601.601876235,1.3680771556470691e-14,4.281137451168507e-27,8.585901629358059e-12,21515381.836449534,4213216.755100303,1.3794963037119544e-14,9.593448971742598e-27,9.605790158541768e-12,32708300.46091176,3315891.997148306,1.3748558804600852e-14,1.846859045703221e-26,1.0277049255595471e-11
4898,11.83911627587885,949.372831537056,149.88177183045417,16.71640062571393,0.0821270556827276,531.9453463187566,26.6146724085156,0.0,59654958.12477697,10968.379896133563,2.2900233068808214e-15,4.0302772164126e-25,2.775545036428509e-12,155256076.25415134,10967.968403321229,2.5386091628727457e-15,1.1628112227662654e-24,2.9891404828188547e-12,286434702.1468625,10967.602005126915,2.5020517756344147e-15,2.1144683969904893e-24,3.287315592744538e-12,368800788.0776732,10974.093521043746,9.494079511316529e-16,1.0324451867558916e-24,5.5384413027980026e-12
4900,201.85809237954143,614.1563835791071,152.26063118477285,16.52412333356489,106.03028584747943,517.5378987565107,37.05045267870354,482332489.301298,1149709.0487884039,55162.14582282959,3.0865858576051565e-14,9.244981283253956e-26,6.587497273881451e-12,2309330.5246756203,53668.4171021137,3.088946316813464e-14,1.9101107431808795e-25,9.553781037433642e-12,3488616.5574310697,51402.30977395759,3.092950856692377e-14,3.0166470445132496e-25,1.2438191901895075e-11,4697009.729759266,48630.625425577,3.0976377110972225e-14,4.299550997175702e-25,1.520645193428541e-11
4901,618.0423181662403,509.5333197159189,104.74667803185834,36.59432786291108,0.3117954389024468,144.29714087368325,27.109069026320288,306336152.9817023,356234.921344875,5217641.648159735,6.560462174082686e-14,2.019171857507952e-31,1.2940936715197305e-13,712685.6642634385,5214058.927610623,6.561051823762765e-14,4.042706029638491e-31,7.437750620499195e-13,1069567.3278834464,5208042.878878126,6.56094017671641e-14,6.074020605248064e-31,2.183490464121973e-12,1427095.959478009,5170210.311579084,6.560580213342605e-14,8.163263646673247e-31,4.7979310256115305e-12
4902,572.2869212070507,413.04613694035066,83.65819630105325,42.216748364318974,95.0062109746862,585.5430757811289,27.3767191572444,403050918.19568336,395720.680300683,21545.40721481751,4.3509011341790184e-14,1.2802090280220614e-26,6.166215175847001e-13,791603.2986409867,21527.453653726763,4.351106702352691e-14,2.5631988312508198e-26,1.7480351259255684e-12,1187812.3834224052,21497.659297287377,4.351185738235909e-14,3.851517944722122e-26,3.3966828911548637e-12,1584511.2940661265,21460.9717664839,4.350935925798451e-14,5.146313917143687e-26,5.569554698731729e-12
4903,942.3697943456206,577.8395620701713,202.72205798514216,39.503137221872514,2.6608331775813348,202.6683690387662,20.04455250186388,848640320.9309943,317782.09902656445,3035686.386365143,1.978320265331771e-13,3.426788751260294e-30,6.920055050681108e-13,635625.1052580562,3033622.9630424464,1.9783323029278626e-13,6.858938171229686e-30,1.916726498922811e-12,953591.0027678988,3030111.013443614,1.97829123896118e-13,1.0301774497050189e-29,3.663582292283817e-12,1271741.410117863,3003188.8433304974,1.9785329221762446e-13,1.386365233039455e-29,5.926793630009755e-12
4904,54.96164608603033,193.2551573426243,161.55122417533292,38.5595270329484,0.0279274286969118,327.8431157248372,20.25638724178076,777787286.0143218,5425170.203099029,203584563.5233003,3.102473439866077e-15,4.2211555667003937e-32,3.312183014283541e-13,10885232.68216098,199612341.002423,3.1040431523171504e-15,8.642369737043722e-32,1.936795974951011e-12,16414656.59034214,193480317.28397903,3.106268964177553e-15,1.3455158904094383e-31,3.712135408111841e-12,22047087.337269202,196248346.6000029,3.108711634944664e-15,1.783119370263702e-31,4.542409224361882e-12
4905,168.55704889222193,320.9395506120539,101.6816112116751,40.420792118970645,0.0606071602766425,332.0306036863917,20.767476050382744,275384199.6059256,1294697.904268839,11947466.968333429,1.1161402616954643e-14,1.4249012016131686e-31,1.2631786157783285e-13,2593631.827031976,11908446.526232256,1.1163156150942804e-14,2.864267581200824e-31,7.389399512867003e-13,3901017.087663877,11844991.818891851,1.1167374142861444e-14,4.332788859255652e-31,2.1919492034551925e-12,5221028.479000344,10976885.350560036,1.1172722688349552e-14,6.260504402360496e-31,4.858152199481327e-12
4906,122.13205684319053,915.3522394119008,105.49482983147922,27.753514060763127,58.34813512923546,223.0233782434553,22.70192692487089,0.0,1252387.083698654,67226.32638620911,1.965364697371916e-14,7.909577082745348e-26,2.147583663797569e-11,2668939.9252420645,67177.11734379437,2.0303058778687e-14,1.7425683363012574e-25,2.8907385527299128e-11,4371129.903527068,67096.61024476262,2.053779852428976e-14,2.890399904330115e-25,3.373586899106497e-11,6432096.4930891795,66981.69633218682,2.051635528894313e-14,4.256057944171354e-25,3.708921861948674e-11
4907,116.81586649565584,503.3019349222616,86.00451086982363,31.88323774192414,0.1612984639058992,551.3803332023577,9.30292474951423,0.0,1384864.4285059564,6846830.121721335,9.625660943459546e-15,1.270919676215298e-30,1.0223822741226025e-12,2816577.1045955606,6846591.970828612,9.685101287362211e-15,2.600885306515621e-30,6.0442692226690244e-12,4338718.73673856,6846151.169590873,9.751354913218586e-15,4.034129284106205e-30,1.5319709035105182e-11,5989305.523682462,6845962.02522594,9.790501329761691e-15,5.591350902857404e-30,2.1725184822189603e-11
4908,46.8098990767702,712.3153057149681,84.18159191343095,19.94640248008953,0.997628811186654,374.58857131004345,25.33616318083677,0.0,4354726.364112533,10113091.442885134,4.346457762785614e-15,4.705971010558239e-29,1.1072133436577356e-11,10102413.703847494,10039001.225370418,4.648873233970904e-15,1.1763029696274514e-28,1.2974130827639503e-11,17905967.664722804,9922314.380117431,4.673553771413145e-15,2.120649546214769e-28,1.405654149287657e-11,27956835.83667212,9768273.406098597,4.657197501035764e-15,3.351442037365908e-28,1.4737080362865675e-11
4909,282.421238620018,991.6009964615891,97.86112615981465,11.507625609693122,34.2512583083654,595.8868711998011,21.33297185115036,367974104.0886661,786487.7607492926,99447.8495611172,4.4770906136364436e-14,8.396872420683371e-27,1.7459722139171514e-11,1582942.5629794456,97214.06200645446,4.4834684521167034e-14,1.7313117764928975e-26,2.517390712831058e-11,2399084.416993849,93831.2881598232,4.4932478328783454e-14,2.7244781111684736e-26,3.2578000370178706e-11,3244166.794257001,89683.80200472836,4.503651691006803e-14,3.863483456799064e-26,3.962105071567078e-11
4910,50.42610623192532,898.2915541608595,203.34558489457908,30.618449034091967,45.667025750819626,256.8287560767527,5.104810742093083,244026431.67888877,5136293.310459166,1248561.497564012,1.3504902205236572e-14,5.510188477383528e-26,7.110514421204687e-12,11707765.06113527,917820.024479722,1.4364026833196086e-14,1.8173049542426555e-25,8.489262342406763e-12,20452571.29105045,669006.4025746941,1.4459810727467905e-14,4.3844526257348935e-25,9.309314785217702e-12,31608590.924359724,509439.0223727505,1.439921704614485e-14,8.861085728205698e-25,9.841222532603988e-12
4911,55.240003979858486,884.2754657072514,204.67607404673385,17.230227165223035,8.744069625327104,217.6850641428555,17.66731830099855,222563811.8797902,4482827.95896733,5595599.168642569,1.3992054851487791e-14,1.773929894663217e-27,6.37623269982794e-12,10110440.714639282,4349117.38272387,1.4825855813848557e-14,5.454289786787113e-27,7.708971124248689e-12,17508828.88589358,3327105.557853681,1.4936629748540017e-14,1.2439204653715219e-26,8.517880889796044e-12,26906270.07099646,2613430.3471331843,1.4880442264471666e-14,2.4244201512071263e-26,9.0411354073155e-12
4912,38.75156994178219,203.3384590152815,216.37481944900767,37.26759014531081,33.86060067796824,174.24334639682158,39.609663473236,541571822.1677314,6719000.133031879,411307.4613849371,2.870742717667443e-15,5.839715130230808e-26,1.4288207600260504e-12,13574888.248144254,391430.82931357145,2.878857301713225e-15,1.2432563959197256e-25,3.0989795605797975e-12,20698804.38576164,363893.9473183072,2.8894832603389774e-15,2.0466799715938647e-25,3.961087656973811e-12,28211435.86871066,332823.6399786267,2.898534597884633e-15,3.0594886194017077e-25,4.7514307124005554e-12
4913,1113.747500974289,907.9219096611272,97.17187253868708,28.0222599539356,4.056833823014496,564.0159488716055,22.65988901920427,854009875.1818261,273659.6176268547,1186257.6236036292,1.880113949470449e-13,7.833807189914625e-30,2.023045881832185e-12,547405.5074328708,1184987.9593375323,1.8801613185208722e-13,1.5687269072448118e-29,8.018724259859887e-12,821323.1249774044,1182886.2379287186,1.8801482335393066e-13,2.3578717006023658e-29,1.5427997513072074e-11,1095498.7415734467,1182418.3200087084,1.880218048903959e-13,3.1463422174384586e-29,2.497271382399276e-11
4914,10.55516383146132,768.2255462330722,199.51752352517488,40.78831731604607,0.9433459535266336,244.71999200343143,7.6886837634873775,296991478.8475901,62362384.35266259,10674.356193533522,2.3631539145434135e-15,6.45590807153456e-24,2.4759765904448787e-12,160239680.21790093,10334.32875167935,2.6057582191214163e-15,1.8893230414745486e-23,2.821297114218637e-12,295190233.2540041,10178.344884359096,2.570327798381449e-15,3.4857612940706905e-23,3.231110493997873e-12,404319524.8765839,9945.889232415562,8.985607793007829e-16,1.7080983091283522e-23,4.694316707804662e-12
4915,148.0080131180705,484.1930450781577,202.87385357768983,15.53114629606294,1.1905405392194297,330.46853198193406,16.242837066687358,895653753.359745,2071011.6844849216,9149795.635415165,2.3302798728282257e-14,1.5830558761681344e-29,3.146967359039411e-12,4153810.9489768897,8940028.680220298,2.3315334515349633e-14,3.2513705709743985e-29,4.578120989986087e-12,6260060.507159142,8614683.402933288,2.332861720471017e-14,5.087977843327086e-29,5.977100614846043e-12,8401180.037307372,8239751.00746817,2.3346702040479363e-14,7.144449144865264e-29,7.355867875478168e-12
4916,23.97618525521456,514.6709561596607,94.29284248051285,35.745708239844404,17.813882622649224,425.78352215631696,33.780343002993355,0.0,10092441.9681531,1113283.727286313,1.9514763309974765e-15,3.0275782540309365e-26,6.251772167618352e-12,24446086.13530317,1061844.5114654575,2.112983227667864e-15,8.325036571907874e-26,7.0213267278724255e-12,44618568.69037472,989003.5649787768,2.1156660030045304e-15,1.6334527411652333e-25,7.441663669866658e-12,70808236.92079468,906453.8636940442,2.1080932100500616e-15,2.818185493590184e-25,7.722987211616672e-12
4917,600.3404241029277,540.2450206060838,173.3526901614688,12.500336709911956,63.860652082188494,506.5742776847276,0.0,642592849.1719631,427760.3087573582,283446.34525035194,9.145410946278882e-14,1.3505612832276652e-27,2.566639720922737e-12,855778.1749279301,282757.24508843105,9.146177012342094e-14,2.7087474438496605e-27,7.271287697880672e-12,1284310.6916513953,281608.5996555221,9.146152125453284e-14,4.0817279286801855e-27,1.3742853837327204e-11,1713615.7938827062,280312.4166598273,9.145524474156072e-14,5.470930331728553e-27,1.7967368978052795e-11
4918,48.12335289498627,310.2036164413587,194.27944222729144,43.83144475227041,0.0267581236096006,468.0158156631608,2.2928268541217807,713478882.897637,6174839.717736491,530549546.9589698,5.0593223096181605e-15,3.757329319928009e-32,1.2259999796926564e-12,12491901.926989604,499585486.1330463,5.0768493490819534e-15,8.100283193318093e-32,3.418995826052331e-12,19086459.57621303,457731815.8790057,5.0987539766303865e-15,1.3566427762401984e-31,4.353559998494269e-12,26081313.917743657,396580008.0200949,5.116485650263094e-15,2.147126255800277e-31,5.204650660344551e-12
4919,127.71022781258006,116.44281645923772,212.2476658275254,43.91786000517341,8.722370578348796,596.8041206128971,5.668451961457796,921090920.0635966,2418590.1745031863,460517.41780369775,5.697020015849844e-15,8.836706234492057e-28,2.1708627237894245e-13,4838137.1162463715,459764.16080684494,5.6971374711192135e-15,1.7706234266669988e-27,6.114189378031133e-13,7259596.405206378,458516.2321149102,5.697004393182301e-15,2.6639788057095565e-27,1.1793096418011354e-12,9683927.61639703,456693.8751845856,5.696594967262144e-15,3.5675341426226444e-27,1.91643543881758e-12
4920,140.15824995405333,114.44749794925288,106.83891294168431,49.161656479058855,100.77270627666962,576.2457546926394,2.919290192197676,786047074.1078311,2045237.483794064,26556.780766011027,3.672474595046857e-15,8.012646424298407e-26,2.0498622785769117e-13,4091152.8058146485,26518.577368051607,3.672556611418893e-15,1.6051397192341549e-25,5.733543525315974e-13,6138425.715710737,26455.234487855087,3.672503339498171e-15,2.4141066492619386e-25,1.1012894375069536e-12,8187737.46362342,26368.79097981277,3.672520483532088e-15,3.2306267249210764e-25,1.7843440114542205e-12
4921,93.1318179307571,127.99785097680606,149.18656943526176,27.027961426156978,22.77876338092212,122.61350529412655,19.06194805922416,208173024.26739815,2016141.4770768331,63080.19928532357,3.11810184148538e-15,1.4454247926695562e-26,2.41580301441682e-13,4037378.9932009014,62918.98898633392,3.1183438444107428e-15,2.902144556098814e-26,7.003266629350238e-13,6068794.065892025,62655.098244112014,3.119165312258765e-15,4.381891646325406e-26,1.3658249665519872e-12,8115436.783628322,62293.03534725325,3.1200020419542832e-15,5.895281405390815e-26,2.2287029365310008e-12
4922,314.61726281102267,390.11664284725833,100.97540637239332,34.47562571077301,0.5720769388313899,301.7297115480428,18.878100841849527,288592297.483646,689994.1216573871,1619764.3117307876,2.4414781641403132e-14,3.319548572792675e-30,4.7744330956482e-13,1380966.6994476165,1617273.499985346,2.4416988318923105e-14,6.65463821406622e-30,1.896977372331122e-12,2073895.742841861,1613142.2868667042,2.4417552422532373e-14,1.0019567869911604e-29,3.694366261582362e-12,2769757.2423893474,1620880.6134165048,2.4420306173341263e-14,1.3319085348002101e-29,6.006494970990369e-12
4923,422.77343861064986,460.8013069998731,197.2528320467559,25.403405419025862,0.1582335967663583,190.03874036108644,2.38816435400745,290789425.8011679,486290.1261360153,17664774.155421145,6.505628970585651e-14,8.755949308812454e-32,1.2838712464886302e-13,973236.0842130721,17632706.44300256,6.506242852252857e-14,1.755723332409959e-31,7.517089212935002e-13,1461493.8359434207,17579226.29950736,6.506232103994618e-14,2.644559659561551e-31,2.229590137972908e-12,1951718.0732134362,16991972.36042842,6.5071084679224e-14,3.65416305492977e-31,4.922210501887645e-12
4924,40.34307604598064,913.9233825402674,105.27149296409952,15.535394974741632,31.12700814541769,427.67927450252097,4.652905825670749,738309573.450698,8967538.56377171,2112890.230824325,5.754124253278332e-15,2.5793969928024936e-26,7.1906593367890225e-12,19955838.41841407,1566639.3360411192,6.070308849835438e-15,8.166846174403371e-26,8.807766610277921e-12,34110319.45262853,1202296.2065986788,6.11829183687934e-15,1.83335739241206e-25,9.818800211385156e-12,51847965.41151826,979111.080049594,6.096393781423064e-15,3.409693961527082e-25,1.0477459256021049e-11
4925,146.2780830523657,172.95008843554777,201.38980978851453,48.97701746170823,0.0145565005302223,371.7347630017824,7.571279149053007,349920985.17945474,1523099.2954344219,88562361.70969976,9.388316841825e-15,6.066085113059703e-33,1.8980301796805108e-14,3048140.420287933,88371170.8243737,9.389139101806836e-15,1.2167234214181656e-32,1.1049285372075241e-13,4577063.81763115,88161438.38685036,9.388701663109928e-15,1.8312834623179804e-32,3.265006208096221e-13,6111807.788491075,42566142.46533756,9.389962151393364e-15,5.065367608864766e-32,7.203935478164397e-13
4926,28.530978591164477,832.5989757292111,208.59470664818932,11.639465087091434,37.77939259320946,466.6603073517829,14.732645105927496,0.0,10295981.585024012,687839.6909882813,6.443603636817856e-15,2.4721467747092405e-25,4.313721152038681e-12,26788966.43166753,487740.3554745111,7.082295151056861e-15,9.970253456911952e-25,4.586593722196345e-12,50814399.654428154,342910.38671476016,7.0567833404572455e-15,2.6802657216844355e-24,4.758066397792895e-12,82087610.95406607,273538.70140281395,7.032808668446296e-15,5.4094429788928414e-24,4.9213112648413296e-12
4927,81.0467239769226,394.25476496137367,133.94743602299246,13.737370875831424,3.830626356061837,396.7109706054837,39.73221397835868,627636124.4134684,3374221.527445133,2580322.036842653,6.870068931317376e-15,2.893362923837489e-28,2.81284039465015e-12,6803272.35090071,2472588.3316815738,6.884179935556078e-15,6.1004292092613385e-28,4.037706575563657e-12,10340157.65020518,2318040.662725877,6.904580582309002e-15,9.919403338971222e-28,5.201685300911003e-12,14034497.870148746,2137016.4866948086,6.923941933149112e-15,1.4644837607883926e-27,6.289318060681411e-12
4928,16.480558927571465,594.8660704774011,162.12632983609424,37.59699165989521,4.5935721569205175,536.7574921587973,0.0,469025214.494934,24824773.29295893,415690.763538844,2.4099468733009303e-15,1.3442261167166785e-25,3.3212449865666868e-12,60186482.48955948,356752.8123943577,2.6128274307784546e-15,4.1171076975370677e-25,3.777625118535884e-12,109403133.2348616,320712.42870191304,2.60966603853876e-15,8.314743325300985e-25,4.105185611011912e-12,172237213.74534145,297277.3291670492,2.5924789920592544e-15,1.4029118725600363e-24,4.326699271661253e-12
4929,87.63478331796819,679.839377399084,195.89415102796653,41.977911865407584,9.458417599589112,369.1905749180015,0.0,993640142.5371916,3861522.4893184607,3355029.0187888504,2.0134666813494483e-14,1.5762150113908062e-27,4.952160615254088e-12,7822838.859111414,3068649.2065137364,2.021887775407037e-14,3.505765884044707e-27,7.018395010312218e-12,11978117.937677054,2700650.325432742,2.0321927148623662e-14,6.130471009953013e-27,8.92888675623595e-12,16411575.295751771,2332705.9375332766,2.0395962353055053e-14,9.759851299475412e-27,1.064438919867629e-11
4930,228.8268090585387,909.4043024506382,98.0735021405646,23.00317357665373,68.84820651004458,318.33208850060936,0.0,894697454.9863963,1349049.9256545866,85459.96291880732,3.6737023350917916e-14,4.2110595507907755e-26,1.4232622430567691e-11,2708500.4769433434,82791.1148464978,3.6761815426611346e-14,8.733015526798007e-26,2.0614070209678625e-11,4088594.953203971,78783.41642477238,3.680386239856457e-14,1.3869307368536012e-25,2.6835878764407284e-11,5499273.197325811,73933.01501843511,3.6849837807752855e-14,1.9903275535550997e-25,3.2847763808222346e-11
4931,10.939793299646071,729.1232592619418,137.93911919805737,36.93594041231722,0.0686511909449114,494.2345455183381,0.0,711857240.2949198,58321302.19844765,24253.723789520664,1.6934676065183276e-15,1.2900269869992272e-25,3.039110132468066e-12,146260798.93302768,22329.42493990332,1.8585565535066108e-15,3.8565529671850814e-25,3.350767895854635e-12,267122466.28734073,21435.3330543514,1.841142788101592e-15,7.268432610246608e-25,3.662345654928069e-12,384238761.67423815,20189.473735427167,6.470039911124512e-16,3.9008230671496267e-25,5.711885789523925e-12
4932,365.94851002691047,897.3632187133184,149.30456965447385,13.633874561663292,0.6927011412543113,436.4048196903625,0.0,0.0,368535.1355423312,1766583.6765716565,7.786550872318085e-14,4.640224811219112e-30,1.249939136682794e-12,743471.2733302136,1766233.755396193,7.804225114635246e-14,9.384151510709593e-30,7.360890846131124e-12,1130993.3689244913,721505.5815522382,7.829694842224585e-14,3.5060201694688667e-29,2.2176817140587942e-11,1536855.7030741016,29789.150334326867,7.849703717074801e-14,1.1568510696273873e-27,3.626654601460968e-11
4933,139.28126597564398,546.4213003089644,150.8482761900149,32.56281862027236,55.242240419993806,231.96225189145733,6.163172271870075,344494680.49723846,1583893.7550766247,80203.18900477735,2.0110738892196e-14,6.245850481387137e-26,4.204841374674028e-12,3192181.7808128656,78226.3628790403,2.0148513147234672e-14,1.2930241186873226e-25,9.440895136061217e-12,4848508.66993472,75262.13437074749,2.0203754976055804e-14,2.0468823707146903e-25,1.2167813371975067e-11,6575122.013543761,71659.79398502533,2.02587112867775e-14,2.9232719732061275e-25,1.4730114770132956e-11
4934,35.69261671805975,337.4587936816575,224.44336686488168,49.96327340309072,3.167609076274084,190.2621436074429,1.8830438280807271,406424922.3671711,7228105.772313587,8596421.028861852,4.514204677551868e-15,5.212020841633857e-28,2.8592013681377296e-12,14968092.207722165,7658723.89578287,4.588388946489423e-15,1.23136934503336e-27,3.880279965993977e-12,23654273.830168463,6610212.836435987,4.636298668874057e-15,2.2781570408947087e-27,4.722615796357181e-12,33609619.96898974,5673031.906870006,4.641144098466139e-15,3.775648048503427e-27,5.382950292397288e-12
4935,79.69316673281129,884.009685773547,196.93225964357595,29.937724967201397,45.68642142051557,402.0622414707902,25.353333170565268,824660068.650802,4031107.8426458337,1259070.8828539003,2.2114627608804303e-14,2.812821113121356e-26,6.3656533069804976e-12,8320105.244533032,1038816.8962872948,2.2441225995635337e-14,7.140434519318174e-26,8.712392134497375e-12,13088592.62161236,821477.6540332506,2.2676019392166616e-14,1.4353316537232413e-25,1.0671070854041446e-11,18504522.72935576,649430.8557690296,2.2721784269225076e-14,2.5720277369638283e-25,1.2222924613963228e-11
4936,141.20448987509312,567.1681412661025,209.09744705017224,34.50129007999103,42.53520498800162,145.56149103058655,23.72800109497662,765704977.2505265,2057648.611944257,265454.94509341754,2.85424808444344e-14,2.606555049349202e-26,4.4672536351053736e-12,4134377.47397682,256975.9669857179,2.8566770370841674e-14,5.41468943586597e-26,6.458780224524021e-12,6248918.534222844,244236.61186624624,2.8606148186764343e-14,8.622799186361602e-26,8.392250369043796e-12,8419334.999916095,229653.74544525612,2.8656228976615454e-14,1.2377076860900125e-25,1.0241542759817536e-11
4937,850.8153907822236,852.840528838108,146.35739966131007,11.564863993840255,31.0202263856488,246.5893575529508,39.89068402441335,0.0,144049.08170929996,100540.48419274153,1.716248453638835e-13,5.819253047175882e-28,6.1325357422020666e-12,288581.1678209061,100538.79986399374,1.7165352095341957e-13,1.1660161562237386e-27,1.7417792827911984e-11,434079.9527340766,100537.17591278112,1.7171459008961866e-13,1.75455831424266e-27,3.2646178215599304e-11,581023.2920174501,100535.75406136615,1.7180019294098727e-13,2.349709714180093e-27,5.003618747926044e-11
